id,name,now_cost,position,team,dreamteam_count,goals_conceded,selected_rank_type,form,creativity_rank,ep_this,chance_of_playing_this_round,bonus,expected_assists,creativity,web_name,penalties_order,ict_index_rank,clean_sheets,ep_next,expected_goals_conceded,in_dreamteam,red_cards,expected_assists_per_90,threat,transfers_in,ict_index_rank_type,corners_and_indirect_freekicks_order,value_form,saves,news,total_points,expected_goals_per_90,cost_change_start,yellow_cards,goals_scored,threat_rank,chance_of_playing_next_round,points_per_game_rank_type,form_rank_type,value_season,influence_rank_type,direct_freekicks_order,minutes,bps,own_goals,news_added,points_per_game_rank,expected_goals,threat_rank_type,starts_per_90,penalties_saved,starts,event_points,expected_goals_conceded_per_90,points_per_game,assists,cost_change_start_fall,region,clean_sheets_per_90,cost_change_event_fall,goals_conceded_per_90,now_cost_rank,status,transfers_in_event,selected_by_percent,saves_per_90,influence,selected_rank,creativity_rank_type,ict_index,expected_goal_involvements_per_90,influence_rank,cost_change_event,now_cost_rank_type,penalties_missed,form_rank,expected_goal_involvements,transfers_out,transfers_out_event
424,Taiwo Awoniyi,56,FWD,Nott'm Forest,0,1,48,1.0,364,1.0,,0,0.07,5.7,Awoniyi,,352,0,0.0,1.28,False,0,0.06,44.0,24824,38,,0.2,0,,8,0.37,-4,0,0,208,,41,34,1.4,37,,107,21,0,,412,0.44,36,0.84,0,1,1,1.08,1.0,0,4,157.0,0.0,0,0.84,105,a,473,0.3,0.0,7.8,303,40,5.2,0.43,403,0,30,0,260,0.51,88881,761
425,Willy Boly,43,DEF,Nott'm Forest,0,1,150,0.0,418,0.0,100.0,0,0.00,0.2,Boly,,359,0,-1.0,1.22,False,0,0.0,17.0,6263,118,,0.0,0,,3,0.07,-2,0,0,285,100.0,98,181,0.7,118,,91,13,0,2024-09-11T12:30:07.170970Z,300,0.07,89,0.99,0,1,0,1.21,1.5,0,2,54.0,0.0,0,0.99,538,a,88,0.1,0.0,32.0,417,147,4.9,0.07,330,0,122,0,464,0.07,20508,186
426,Josh Bowler,45,MID,Nott'm Forest,0,0,242,0.0,565,0.0,0.0,0,0.00,0.0,Bowler,,570,0,0.0,0.00,False,0,0.0,0.0,1220,236,,0.0,0,Loaned to  Preston North End,0,0.0,0,0,0,544,0.0,239,202,0.0,233,,0,0,0,2024-08-31T08:19:22.292913Z,573,0.00,228,0.0,0,0,0,0.0,0.0,0,0,,0.0,0,0.0,389,u,0,0.0,0.0,0.0,579,238,0.0,0.0,567,0,235,0,525,0.00,5755,33
427,Carlos Miguel dos Santos Pereira,43,GKP,Nott'm Forest,0,0,54,0.0,521,0.0,,0,0.00,0.0,C.Miguel,,536,0,-1.0,0.00,False,0,0.0,0.0,7360,66,,0.0,0,,0,0.0,-2,0,0,494,,66,61,0.0,66,,0,0,0,,539,0.00,43,0.0,0,0,0,0.0,0.0,0,2,30.0,0.0,0,0.0,565,a,110,0.2,0.0,0.0,379,51,0.0,0.0,533,0,38,0,478,0.00,25910,238
428,Eric da Silva Moreira,45,MID,Nott'm Forest,0,0,180,0.2,613,0.2,,0,0.00,0.0,Da Silva Moreira,,617,0,-0.8,0.00,False,0,0.0,0.0,5906,275,,0.0,0,,1,0.0,0,0,0,595,,179,169,0.2,272,,1,3,0,,377,0.00,268,0.0,0,0,0,0.0,1.0,0,0,80.0,0.0,0,0.0,460,a,118,0.1,0.0,0.0,482,277,0.0,0.0,614,0,286,0,346,0.00,7203,186
429,Danilo dos Santos de Oliveira,47,MID,Nott'm Forest,0,0,268,0.0,427,0.0,0.0,0,0.00,0.1,Danilo,,629,0,0.0,0.28,False,0,0.0,0.0,499,282,,0.0,0,Ankle injury - Unknown return date,1,0.0,-3,0,0,612,0.0,187,255,0.2,280,,14,1,0,2024-08-17T20:00:06.172553Z,386,0.00,277,6.43,0,1,0,1.8,1.0,0,3,30.0,0.0,0,0.0,345,i,11,0.0,0.0,0.0,614,224,0.0,0.0,627,0,224,0,593,0.00,5178,20
430,Emmanuel Dennis,49,FWD,Nott'm Forest,0,0,52,0.0,636,0.0,,0,0.00,0.0,Dennis,,641,0,-1.0,0.00,False,0,0.0,0.0,36317,60,,0.0,0,,0,0.0,-1,0,0,629,,61,59,0.0,60,,0,0,0,,642,0.00,60,0.0,0,0,0,0.0,0.0,0,1,157.0,0.0,0,0.0,271,a,644,0.3,0.0,0.0,317,59,0.0,0.0,640,0,57,0,615,0.00,38021,977
431,Nicolás Domínguez,48,MID,Nott'm Forest,0,5,220,2.0,203,2.0,,0,0.25,58.7,Dominguez,,208,2,1.0,7.02,False,0,0.04,81.0,2257,106,,0.4,0,,12,0.12,-2,3,0,134,,155,71,2.5,85,,517,67,0,,321,0.69,85,1.04,0,6,2,1.22,1.3,0,2,10.0,0.35,0,0.87,316,a,126,0.0,0.0,100.4,547,125,24.0,0.16,212,0,210,0,170,0.94,3140,88
432,Anthony Elanga,52,MID,Nott'm Forest,0,8,70,3.2,45,3.2,100.0,0,1.27,202.8,Elanga,,97,3,2.2,7.14,False,0,0.18,117.0,59233,59,2.0,0.6,0,,25,0.1,-3,1,0,94,100.0,81,30,4.8,95,2.0,646,85,0,2024-08-17T20:30:06.384998Z,190,0.72,59,1.11,0,8,5,0.99,2.3,2,3,206.0,0.42,0,1.11,171,a,2132,0.8,0.0,93.0,219,38,41.5,0.28,224,0,104,0,79,1.99,197586,2036
433,Morgan Gibbs-White,63,MID,Nott'm Forest,0,6,56,1.0,57,1.0,100.0,2,0.98,179.8,Gibbs-White,2.0,71,3,0.0,6.16,False,1,0.14,184.0,179050,42,,0.2,0,,21,0.17,-2,1,1,49,100.0,70,125,3.3,80,4.0,627,82,0,2024-10-06T22:00:07.922561Z,162,1.16,30,1.15,0,8,1,0.88,2.6,0,2,241.0,0.43,0,0.86,60,a,1828,1.2,0.0,107.0,189,47,47.1,0.31,204,0,38,0,264,2.14,534138,2236
434,Callum Hudson-Odoi,54,MID,Nott'm Forest,1,6,40,4.0,26,4.0,100.0,3,1.10,260.4,Hudson-Odoi,,45,4,3.0,6.86,False,0,0.13,169.0,257517,32,,0.7,0,,38,0.12,-1,1,2,57,100.0,34,21,7.0,42,,784,177,0,2024-10-23T08:00:07.622507Z,79,1.01,35,1.03,0,9,1,0.79,3.5,1,1,241.0,0.46,0,0.69,132,a,6039,2.3,0.0,162.0,124,22,58.8,0.25,126,0,78,0,50,2.11,359559,8895
435,Alex Mighten,45,MID,Nott'm Forest,0,0,259,0.0,564,0.0,0.0,0,0.00,0.0,Mighten,,569,0,0.0,0.00,False,0,0.0,0.0,689,235,,0.0,0,Season long loan to Port Vale,0,0.0,0,0,0,543,0.0,238,201,0.0,232,,0,0,0,2024-08-29T11:09:56.647313Z,572,0.00,227,0.0,0,0,0,0.0,0.0,0,0,,0.0,0,0.0,387,u,0,0.0,0.0,0.0,603,237,0.0,0.0,566,0,234,0,524,0.00,3670,19
436,Murillo Santiago Costa dos Santos,45,DEF,Nott'm Forest,0,10,53,5.8,151,5.8,,3,0.45,88.3,Murillo,,79,4,4.8,11.29,False,0,0.04,82.0,180582,15,,1.3,0,,44,0.05,0,1,1,131,,8,3,9.8,6,3.0,990,184,0,,51,0.52,19,1.0,0,11,7,1.03,4.0,0,0,30.0,0.36,0,0.91,465,a,27419,1.8,0.0,273.8,146,34,44.6,0.09,26,0,85,0,12,0.97,58528,2711
437,Neco Williams,43,DEF,Nott'm Forest,0,2,105,0.5,195,0.5,,0,0.20,62.6,N.Williams,,231,1,-0.5,4.06,False,0,0.05,74.0,39231,71,,0.1,0,,13,0.14,-2,3,0,148,,101,97,3.0,91,,369,56,0,,307,0.59,27,0.73,0,3,0,0.99,1.4,0,2,244.0,0.24,0,0.49,553,a,269,0.4,0.0,79.2,280,53,21.7,0.19,245,0,135,0,303,0.79,55640,776
438,Omar Richards,45,DEF,Nott'm Forest,0,0,202,0.0,559,0.0,0.0,0,0.00,0.0,O.Richards,,564,0,0.0,0.00,False,0,0.0,0.0,33,216,,0.0,0,Loaned to Rio Ave,0,0.0,0,0,0,538,0.0,214,210,0.0,216,,0,0,0,2024-08-22T11:19:23.101534Z,567,0.00,211,0.0,0,0,0,0.0,0.0,0,0,,0.0,0,0.0,373,u,0,0.0,0.0,0.0,597,216,0.0,0.0,561,0,62,0,518,0.00,4582,16
439,Lewis O'Brien,50,MID,Nott'm Forest,0,0,306,0.0,644,0.0,0.0,0,0.00,0.0,O'Brien,,647,0,0.0,0.00,False,0,0.0,0.0,0,293,,0.0,0,On loan to Los Angeles Football Club for the rest of the season,0,0.0,0,0,0,641,0.0,293,278,0.0,292,,0,0,0,2024-08-01T07:01:57.624673Z,647,0.00,291,0.0,0,0,0,0.0,0.0,0,0,,0.0,0,0.0,215,u,0,0.0,0.0,0.0,676,293,0.0,0.0,646,0,137,0,626,0.00,116,0
440,Andrew Omobamidele,43,DEF,Nott'm Forest,0,0,183,0.0,519,0.0,,0,0.00,0.0,Omobamidele,,534,0,-1.0,0.00,False,0,0.0,0.0,702,202,,0.0,0,,0,0.0,-2,0,0,492,,200,190,0.0,202,,0,0,0,,537,0.00,194,0.0,0,0,0,0.0,0.0,0,2,104.0,0.0,0,0.0,563,a,19,0.1,0.0,0.0,503,201,0.0,0.0,531,0,143,0,476,0.00,4150,45
441,Jonathan Panzo,40,DEF,Nott'm Forest,0,0,223,0.0,456,0.0,0.0,0,0.00,0.0,Panzo,,474,0,0.0,0.00,False,0,0.0,0.0,0,164,,0.0,0,On a season long loan to Rio Ave,0,0.0,0,0,0,417,0.0,161,139,0.0,164,,0,0,0,2024-07-18T09:44:17.568948Z,476,0.00,145,0.0,0,0,0,0.0,0.0,0,0,,0.0,0,0.0,608,u,0,0.0,0.0,0.0,674,163,0.0,0.0,471,0,172,0,400,0.00,119,0
442,Ibrahim Sangaré,44,MID,Nott'm Forest,0,2,63,0.0,309,0.0,0.0,0,0.06,16.4,Sangaré,,329,1,-0.5,1.98,False,0,0.03,19.0,163823,162,,0.0,0,Hamstring injury - 50% chance of playing,4,0.01,-1,2,0,273,50.0,151,188,0.9,149,,212,26,0,2024-09-12T15:00:06.800627Z,315,0.02,151,1.27,0,3,0,0.84,1.3,0,1,54.0,0.42,0,0.85,498,d,686,1.0,0.0,38.8,205,178,7.4,0.04,322,0,297,0,491,0.08,284612,3162
443,Matz Sels,47,GKP,Nott'm Forest,1,10,11,6.0,426,6.0,100.0,6,0.04,0.1,Sels,,211,4,5.0,11.29,False,0,0.0,0.0,846183,15,,1.3,30,,50,0.0,2,2,0,606,100.0,4,1,10.6,15,,990,162,0,2024-10-12T11:00:07.468908Z,28,0.00,61,1.0,0,11,2,1.03,4.5,1,-2,21.0,0.36,0,0.91,329,a,28263,7.4,2.73,235.4,58,10,23.7,0.0,57,0,11,0,10,0.04,219876,15285
444,Harry Toffolo,43,DEF,Nott'm Forest,0,1,182,0.0,380,0.0,,0,0.01,3.0,Toffolo,,404,0,-1.0,0.67,False,0,0.02,6.0,1030,133,,0.0,0,,1,0.05,-2,0,0,336,,126,183,0.2,137,,36,0,0,,358,0.02,112,0.0,0,0,0,1.68,1.0,0,2,241.0,0.0,0,2.5,543,a,44,0.1,0.0,9.6,499,130,1.9,0.07,391,0,126,0,467,0.03,5173,66
446,Hwang Ui-jo,45,FWD,Nott'm Forest,0,0,32,0.0,557,0.0,0.0,0,0.00,0.0,Ui-jo,,562,0,0.0,0.00,False,0,0.0,0.0,317328,46,,0.0,0,Transferred to Alanyaspor,0,0.0,0,0,0,536,0.0,48,42,0.0,46,,0,0,0,2024-09-10T11:39:20.038647Z,565,0.00,46,0.0,0,0,0,0.0,0.0,0,0,114.0,0.0,0,0.0,371,u,0,1.5,0.0,0.0,167,46,0.0,0.0,559,0,64,0,516,0.00,337343,4574
447,Chris Wood,66,FWD,Nott'm Forest,1,9,2,7.2,136,7.2,100.0,15,0.19,102.5,Wood,1.0,20,5,6.2,9.36,True,0,0.02,327.0,2930095,5,,1.1,0,,68,0.45,6,1,8,13,100.0,3,1,10.3,3,,888,271,0,2024-10-26T11:00:07.644070Z,8,4.45,7,1.11,0,11,2,0.95,6.2,0,-6,154.0,0.51,0,0.91,39,a,84454,24.4,0.0,302.6,11,11,73.4,0.47,16,0,18,0,3,4.64,957425,65966
448,Joe Worrall,45,DEF,Nott'm Forest,0,0,198,0.0,560,0.0,0.0,0,0.00,0.0,Worrall,,565,0,0.0,0.00,False,0,0.0,0.0,71,217,,0.0,0,Transferred to Burnley,0,0.0,0,0,0,539,0.0,215,211,0.0,217,,0,0,0,2024-08-26T10:09:19.430328Z,568,0.00,212,0.0,0,0,0,0.0,0.0,0,0,,0.0,0,0.0,374,u,0,0.0,0.0,0.0,583,217,0.0,0.0,562,0,63,0,519,0.00,4942,21
449,Ryan Yates,49,MID,Nott'm Forest,0,7,97,3.8,83,3.8,100.0,3,0.31,146.3,Yates,,80,3,2.8,9.86,False,0,0.03,147.0,50871,48,,0.8,0,,30,0.15,-1,3,1,75,100.0,65,22,6.1,50,,806,136,0,2024-08-30T04:00:05.695621Z,149,1.31,47,0.78,0,7,1,1.1,2.7,1,1,241.0,0.33,0,0.78,266,a,712,0.3,0.0,151.8,298,63,44.5,0.18,142,0,174,0,56,1.62,35866,1619
531,James Ward-Prowse,62,MID,Nott'm Forest,0,5,79,0.2,272,0.2,100.0,0,0.21,29.4,Ward-Prowse,,331,1,-0.8,4.35,False,1,0.06,9.0,18515,163,1.0,0.0,0,,7,0.02,-3,0,0,325,100.0,166,181,1.1,152,1.0,304,33,0,2024-10-25T22:30:06.650947Z,339,0.06,178,1.18,0,4,1,1.29,1.2,0,3,241.0,0.3,0,1.48,65,a,407,0.6,0.0,32.4,244,161,7.1,0.08,329,0,42,0,365,0.27,149402,704
573,Nikola Milenković,45,DEF,Nott'm Forest,0,9,74,3.5,236,3.5,,0,0.41,45.8,Milenković,,187,4,2.5,10.07,False,0,0.04,78.0,126179,53,,0.8,0,,36,0.16,0,1,0,138,,12,17,8.0,54,,900,137,0,,66,1.63,22,1.0,0,10,1,1.01,3.6,1,0,190.0,0.4,0,0.9,379,a,2112,1.1,0.0,157.0,192,65,28.1,0.2,133,0,67,0,65,2.04,36889,2248
596,João Pedro Ferreira Silva,59,MID,Nott'm Forest,0,2,157,1.0,213,1.0,100.0,0,0.40,55.1,Jota Silva,,254,0,0.0,2.95,False,0,0.17,61.0,8718,125,,0.2,0,,12,0.11,-1,1,0,173,100.0,164,123,2.0,130,,212,52,0,2024-11-01T10:30:06.942890Z,337,0.25,104,0.0,0,0,1,1.25,1.2,1,1,173.0,0.0,0,0.85,88,a,202,0.1,0.0,58.6,434,133,17.5,0.28,282,0,55,0,261,0.65,15069,280
620,Ramón Sosa,55,MID,Nott'm Forest,0,1,213,1.0,235,1.0,,0,0.20,45.9,Sosa,,274,0,0.0,0.59,False,0,0.19,48.0,2987,133,4.0,0.2,0,,12,0.76,0,0,1,200,,129,122,2.2,134,,93,49,0,,279,0.79,116,0.0,0,0,1,0.57,1.7,0,0,168.0,0.0,0,0.97,125,a,101,0.0,0.0,54.6,536,144,14.8,0.95,289,0,76,0,259,0.99,2496,143
653,Felipe Rodrigues da Silva,45,DEF,Nott'm Forest,0,0,197,0.5,394,0.5,,0,0.00,1.6,Morato,,377,0,-0.5,1.47,False,0,0.0,0.0,1444,126,,0.1,0,,5,0.0,0,0,0,562,,133,103,1.1,119,,65,25,0,,369,0.00,215,0.0,0,0,0,2.04,1.0,0,0,30.0,0.0,0,0.0,416,a,108,0.0,0.0,31.4,572,136,3.3,0.0,333,0,83,0,310,0.00,950,81
14,Aaron Ramsdale,44,GKP,Southampton,1,19,18,3.5,536,3.0,,2,0.01,0.0,Ramsdale,,198,1,1.5,20.33,False,0,0.0,0.0,256273,12,,0.8,36,Hand injury - 75% chance of playing,26,0.0,-1,1,0,510,75.0,18,7,5.9,12,,810,102,0,2024-11-12T14:30:07.315514Z,127,0.00,50,1.0,0,9,0,2.26,2.9,0,1,241.0,0.11,0,2.11,507,d,1559,2.2,4.0,261.6,128,58,26.2,0.0,36,0,27,0,64,0.01,140455,6648
27,Cameron Archer,50,FWD,Southampton,1,11,20,3.8,280,3.3,,4,0.11,25.7,Archer,2.0,146,1,2.3,14.41,False,0,0.02,213.0,360720,22,,0.8,0,,27,0.53,0,0,2,37,,25,14,5.4,24,,593,77,0,,172,3.52,16,0.91,0,6,2,2.19,2.5,0,0,241.0,0.15,0,1.67,219,a,7992,2.5,0.0,85.2,117,31,32.6,0.55,238,0,47,1,57,3.63,241756,13520
188,Lesley Ugochukwu,45,MID,Southampton,0,6,94,0.2,277,-0.3,,0,0.06,27.1,Ugochukwu,,356,0,-1.3,3.46,False,0,0.03,6.0,42511,175,,0.0,0,,5,0.11,0,1,0,341,,176,168,1.1,168,,170,14,0,,373,0.21,185,1.06,0,2,0,1.83,1.0,0,0,73.0,0.0,0,3.18,436,a,152,0.3,0.0,19.0,293,163,5.1,0.14,355,0,266,0,345,0.27,42740,916
397,Ryan Fraser,48,MID,Southampton,0,7,234,-0.5,326,-0.5,50.0,0,0.09,12.4,Fraser,,382,0,-1.5,3.99,False,1,0.06,9.0,1628,189,,-0.1,0,Illness - 75% chance of playing,1,0.01,-2,0,0,321,75.0,226,308,0.2,175,,140,6,0,2024-11-01T16:30:08.020367Z,449,0.02,175,1.29,0,2,0,2.56,0.2,0,2,243.0,0.0,0,4.5,295,d,10,0.0,0.0,16.8,570,187,3.0,0.07,365,0,195,0,677,0.11,3468,61
450,Carlos Alcaraz Durán,49,MID,Southampton,0,0,244,0.0,312,0.0,0.0,0,0.03,15.9,Alcaraz,,366,0,0.0,0.00,False,0,0.3,19.0,1072,181,,0.0,0,Permanent transfer to Flamengo,1,0.7,-1,0,0,276,0.0,199,273,0.2,196,,9,4,0,2024-08-30T09:48:28.633540Z,401,0.07,153,0.0,0,0,0,0.0,1.0,0,1,,0.0,0,0.0,288,u,0,0.0,0.0,8.4,581,180,4.3,1.0,399,0,189,0,621,0.10,9689,20
451,Samuel Amo-Ameyaw,45,MID,Southampton,0,0,160,0.0,316,-0.5,,0,0.13,15.0,Amo-Ameyaw,,391,0,-1.5,0.00,False,0,1.3,6.0,9873,195,,0.0,0,,1,0.2,0,0,0,340,,175,227,0.2,206,,9,4,0,,372,0.02,184,0.0,0,0,0,0.0,1.0,0,0,241.0,0.0,0,0.0,435,a,49,0.1,0.0,4.0,442,182,2.5,1.5,420,0,265,0,555,0.15,12157,240
452,Joe Aribo,49,MID,Southampton,0,14,174,3.2,165,2.7,,2,0.56,75.9,Aribo,,171,0,1.7,16.10,False,0,0.08,110.0,8325,93,,0.7,0,,23,0.19,-1,0,1,100,,80,29,4.7,77,,598,113,0,,189,1.27,64,0.9,0,6,2,2.42,2.3,0,1,157.0,0.0,0,2.11,260,a,84,0.1,0.0,109.0,471,108,29.7,0.27,200,0,168,0,78,1.83,7744,254
453,Adam Armstrong,51,FWD,Southampton,0,7,41,2.2,216,1.7,,1,0.31,54.3,Armstrong,1.0,220,1,0.7,9.52,False,0,0.06,117.0,95286,28,,0.4,0,,15,0.24,-4,2,1,93,,32,25,2.9,30,,454,43,0,,246,1.19,27,0.99,0,5,2,1.89,1.9,0,4,241.0,0.2,0,1.39,178,a,1188,0.6,0.0,51.8,242,26,22.3,0.3,297,0,44,0,150,1.50,200589,2004
454,Gavin Bazunu,43,GKP,Southampton,0,0,60,0.0,518,0.0,0.0,0,0.00,0.0,Bazunu,,533,0,0.0,0.00,False,0,0.0,0.0,1658,65,,0.0,0,Achilles injury - Expected back 15 Feb,0,0.0,-2,0,0,491,0.0,65,60,0.0,65,,0,0,0,2024-08-23T09:30:06.171400Z,536,0.00,42,0.0,0,0,0,0.0,0.0,0,2,104.0,0.0,0,0.0,561,i,28,0.1,0.0,0.0,429,50,0.0,0.0,530,0,37,0,475,0.00,21566,122
455,Jan Bednarek,40,DEF,Southampton,0,21,38,2.2,232,1.7,,0,0.76,47.3,Bednarek,,145,1,0.7,23.03,False,0,0.07,10.0,406683,40,,0.6,0,,17,0.0,0,3,0,313,,97,40,4.2,8,,980,100,0,,299,0.01,101,1.01,0,11,1,2.12,1.5,0,0,172.0,0.09,0,1.93,599,a,12159,3.5,0.0,269.4,94,64,32.6,0.07,29,0,166,0,136,0.77,189599,5717
456,Armel Bella-Kotchap,39,DEF,Southampton,0,0,97,0.0,429,-0.5,,0,0.00,0.0,Bella-Kotchap,,449,0,-1.5,0.00,False,0,0.0,0.0,34527,153,,0.0,0,,0,0.0,-1,0,0,389,,150,126,0.0,153,,0,0,0,,451,0.00,132,0.0,0,0,0,0.0,0.0,0,1,80.0,0.0,0,0.0,674,a,1093,0.5,0.0,0.0,264,151,0.0,0.0,446,0,220,0,373,0.00,24526,864
457,James Bree,39,DEF,Southampton,0,0,122,0.2,336,-0.3,,0,0.02,10.7,Bree,,418,0,-1.3,0.56,False,0,0.14,0.0,14412,141,,0.1,0,,1,0.0,-1,0,0,386,,115,108,0.3,147,,13,4,0,,346,0.00,129,0.0,0,0,0,3.88,1.0,0,1,241.0,0.0,0,0.0,671,a,1364,0.2,0.0,3.6,340,107,1.4,0.14,425,0,217,0,333,0.02,10459,526
458,Shea Charles,45,MID,Southampton,0,0,222,0.0,576,0.0,0.0,0,0.00,0.0,Charles,,581,0,0.0,0.00,False,0,0.0,0.0,1091,245,,0.0,0,Has joined Sheffield Wednesday on a season-long loan,0,0.0,0,0,0,555,0.0,248,211,0.0,242,,0,0,0,2024-08-29T11:10:39.600629Z,584,0.00,237,0.0,0,0,0,0.0,0.0,0,0,,0.0,0,0.0,407,u,0,0.0,0.0,0.0,550,247,0.0,0.0,578,0,245,0,536,0.00,6747,30
459,Samuel Edozie,49,MID,Southampton,0,0,277,0.0,302,0.0,0.0,0,0.15,19.0,Edozie,,357,0,0.0,0.31,False,0,0.21,22.0,463,176,,0.0,0,Loaned to Anderlecht,1,0.0,-1,1,0,260,0.0,225,271,0.2,190,,64,6,0,2024-09-10T11:28:17.403794Z,446,0.00,145,0.0,0,0,0,0.44,0.5,0,1,,0.0,0,0.0,284,u,0,0.0,0.0,9.8,628,174,5.1,0.21,390,0,186,0,618,0.15,2490,6
460,Ronnie Edwards,39,DEF,Southampton,0,0,113,0.0,430,-0.5,,0,0.00,0.0,Edwards,,450,0,-1.5,0.00,False,0,0.0,0.0,23044,154,,0.0,0,,0,0.0,-1,0,0,390,,151,127,0.0,154,,0,0,0,,452,0.00,133,0.0,0,0,0,0.0,0.0,0,1,241.0,0.0,0,0.0,675,a,1518,0.3,0.0,0.0,306,152,0.0,0.0,447,0,221,0,374,0.00,13888,876
461,Taylor Harwood-Bellis,41,DEF,Southampton,0,17,16,2.0,155,1.5,,0,0.13,86.3,Harwood-Bellis,,89,1,0.5,19.37,False,0,0.01,105.0,632892,17,,0.5,0,,22,0.12,1,4,1,105,,72,51,5.4,17,,859,92,0,,221,1.16,11,1.05,0,10,0,2.03,2.0,0,-1,241.0,0.1,0,1.78,578,a,6497,10.1,0.0,235.8,45,36,42.8,0.13,56,0,156,0,161,1.29,571697,15997
462,Kamaldeen Sulemana,50,MID,Southampton,0,1,289,0.5,417,0.0,100.0,0,0.00,0.3,Kamaldeen,,423,0,-1.0,0.80,False,0,0.0,5.0,432,210,,0.1,0,,2,0.12,0,0,0,347,100.0,200,160,0.4,200,,15,7,0,2024-08-05T15:00:04.500770Z,403,0.02,191,0.0,0,0,0,4.8,1.0,0,0,81.0,0.0,0,6.0,231,a,11,0.0,0.0,7.0,650,221,1.2,0.12,408,0,147,0,325,0.02,722,15
463,Adam Lallana,50,MID,Southampton,0,4,226,0.5,201,0.0,100.0,1,0.40,60.8,Lallana,,273,0,-1.0,5.15,False,0,0.13,21.0,2738,132,,0.1,0,,11,0.05,0,3,0,267,100.0,135,157,2.2,120,,276,51,0,2024-08-15T14:30:06.184270Z,292,0.15,149,1.3,0,4,1,1.68,1.6,2,0,241.0,0.0,0,1.3,185,a,24,0.0,0.0,67.0,556,123,14.8,0.18,268,0,116,0,322,0.55,4206,82
464,Juan Larios López,40,DEF,Southampton,0,0,169,0.0,491,-0.5,100.0,0,0.00,0.0,Larios,,508,0,-1.5,0.00,False,0,0.0,0.0,2441,182,,0.0,0,,0,0.0,0,0,0,454,100.0,179,160,0.0,182,,0,0,0,2024-08-16T11:00:06.405628Z,510,0.00,165,0.0,0,0,0,0.0,0.0,0,0,200.0,0.0,0,0.0,651,a,27,0.1,0.0,0.0,464,181,0.0,0.0,505,0,198,0,438,0.00,5361,97
465,Mateusz Lis,40,GKP,Southampton,0,0,61,0.0,454,0.0,0.0,0,0.00,0.0,Lis,,472,0,0.0,0.00,False,0,0.0,0.0,888,42,,0.0,0,Transferred to Göztepe,0,0.0,0,0,0,415,0.0,42,34,0.0,42,,0,0,0,2024-08-23T12:38:57.742902Z,474,0.00,15,0.0,0,0,0,0.0,0.0,0,0,,0.0,0,0.0,606,u,0,0.1,0.0,0.0,430,24,0.0,0.0,469,0,52,0,398,0.00,15007,224
466,Joe Lumley,40,GKP,Southampton,0,0,45,0.0,446,-0.5,,0,0.00,0.0,Lumley,,464,0,-1.5,0.00,False,0,0.0,0.0,12086,39,,0.0,0,,0,0.0,0,0,0,407,,39,31,0.0,39,,0,0,0,,467,0.00,12,0.0,0,0,0,0.0,0.0,0,0,241.0,0.0,0,0.0,596,a,111,0.3,0.0,0.0,322,21,0.0,0.0,461,0,49,0,390,0.00,13344,376
467,Ryan Manning,43,DEF,Southampton,0,6,180,1.8,126,1.3,,0,0.59,110.5,Manning,,248,0,0.3,8.79,False,0,0.16,22.0,1429,83,1.0,0.4,0,,8,0.01,-2,1,0,258,,92,58,1.9,105,,329,22,0,,282,0.05,75,1.37,0,5,1,2.4,1.6,1,2,104.0,0.0,0,1.64,552,a,44,0.1,0.0,48.6,494,26,18.0,0.17,302,0,134,0,187,0.64,4702,70
468,Sékou Mara,50,FWD,Southampton,0,0,71,0.0,651,0.0,0.0,0,0.00,0.0,Mara,,654,0,0.0,0.00,False,0,0.0,0.0,782,64,,0.0,0,Transferred to Strasbourg,0,0.0,0,0,0,648,0.0,65,63,0.0,64,,0,0,0,2024-08-26T10:17:11.280625Z,654,0.00,64,0.0,0,0,0,0.0,0.0,0,0,,0.0,0,0.0,227,u,0,0.0,0.0,0.0,563,63,0.0,0.0,653,0,49,0,634,0.00,7784,38
469,Alex McCarthy,44,GKP,Southampton,0,2,57,0.0,524,-0.5,,0,0.00,0.0,McCarthy,,351,0,-1.5,2.70,False,0,0.0,0.0,12545,26,,0.0,7,,6,0.0,-1,0,0,498,,17,63,1.4,26,,180,21,0,,115,0.00,45,1.0,0,2,0,1.35,3.0,0,1,241.0,0.0,0,1.0,478,a,14,0.2,3.5,52.0,398,53,5.2,0.0,295,0,21,0,482,0.00,18575,153
470,Paul Onuachu,49,FWD,Southampton,0,3,54,0.8,339,0.3,,0,0.00,10.6,Onuachu,,360,0,-0.7,2.51,False,0,0.0,32.0,23578,39,,0.2,0,,4,0.09,-1,1,0,230,,44,36,0.8,39,,59,8,0,,430,0.06,37,0.0,0,0,1,3.83,0.8,0,1,157.0,0.0,0,4.58,253,a,1015,0.2,0.0,5.8,354,38,4.8,0.09,411,0,56,0,286,0.06,17971,891
471,Will Smallbone,50,MID,Southampton,0,5,247,0.2,207,0.0,0.0,0,0.54,57.1,Smallbone,,297,0,0.0,4.93,False,0,0.2,32.0,1530,145,2.0,0.0,0,Hamstring injury - Unknown return date,6,0.12,0,0,0,231,0.0,143,177,1.2,165,1.0,240,31,0,2024-10-20T11:00:06.361543Z,303,0.31,129,1.12,0,3,0,1.85,1.5,0,0,104.0,0.0,0,1.88,207,i,9,0.0,0.0,22.6,585,129,11.1,0.32,347,0,130,0,356,0.85,5404,35
